split,index,image_file,image_id,seed
eval,67,000000363207.jpg,000000363207,42
eval,68,000000400161.jpg,000000400161,42
eval,69,000000241668.jpg,000000241668,42
eval,70,000000139883.jpg,000000139883,42
eval,71,000000281929.jpg,000000281929,42
eval,72,000000408830.jpg,000000408830,42
eval,73,000000421757.jpg,000000421757,42
eval,74,000000565012.jpg,000000565012,42
eval,75,000000443844.jpg,000000443844,42
eval,76,000000252507.jpg,000000252507,42
eval,77,000000102331.jpg,000000102331,42
eval,78,000000428218.jpg,000000428218,42
eval,79,000000007816.jpg,000000007816,42
eval,80,000000410878.jpg,000000410878,42
eval,81,000000461009.jpg,000000461009,42
eval,82,000000551350.jpg,000000551350,42
eval,83,000000189213.jpg,000000189213,42
eval,84,000000255912.jpg,000000255912,42
eval,85,000000364557.jpg,000000364557,42
eval,86,000000121506.jpg,000000121506,42
eval,87,000000363666.jpg,000000363666,42
eval,88,000000076417.jpg,000000076417,42
eval,89,000000130599.jpg,000000130599,42
eval,90,000000559543.jpg,000000559543,42
eval,91,000000001268.jpg,000000001268,42
eval,92,000000360097.jpg,000000360097,42
eval,93,000000074457.jpg,000000074457,42
eval,94,000000429011.jpg,000000429011,42
eval,95,000000063740.jpg,000000063740,42
eval,96,000000367082.jpg,000000367082,42
eval,97,000000449996.jpg,000000449996,42
eval,98,000000278353.jpg,000000278353,42
eval,99,000000067616.jpg,000000067616,42
eval,100,000000262682.jpg,000000262682,42
eval,101,000000356432.jpg,000000356432,42
eval,102,000000345469.jpg,000000345469,42
eval,103,000000128748.jpg,000000128748,42
eval,104,000000476491.jpg,000000476491,42
eval,105,000000342128.jpg,000000342128,42
eval,106,000000039951.jpg,000000039951,42
eval,107,000000450075.jpg,000000450075,42
eval,108,000000203095.jpg,000000203095,42
eval,109,000000280891.jpg,000000280891,42
eval,110,000000546826.jpg,000000546826,42
eval,111,000000273642.jpg,000000273642,42
eval,112,000000301376.jpg,000000301376,42
eval,113,000000133244.jpg,000000133244,42
eval,114,000000085376.jpg,000000085376,42
eval,115,000000517832.jpg,000000517832,42
eval,116,000000049761.jpg,000000049761,42
eval,117,000000125936.jpg,000000125936,42
eval,118,000000459396.jpg,000000459396,42
eval,119,000000088485.jpg,000000088485,42
